customer_id,primary_country,first_purchase_date,last_purchase_date,recency_days,tenure_days,frequency,purchase_rows,units_purchased,distinct_products,gross_monetary_value,cancellation_invoices,cancellation_value,cancelled_units,net_monetary_value,average_order_value,cancellation_rate_pct,r_score,f_score,m_score,rfm_total_score,rfm_code,customer_segment
12403,Denmark,2010-07-06 11:39:00,2011-10-21 10:51:00,49,521,2,7,256,4,947.36,0,0.0,0,947.36,473.68,0.0,4,2,3,9,423,Potential Loyalists
12405,Finland,2011-07-14 08:52:00,2011-07-14 08:52:00,148,148,1,53,849,53,1390.39,0,0.0,0,1390.39,1390.39,0.0,3,1,4,8,314,Need Attention
12406,Denmark,2010-01-11 14:04:00,2011-11-17 19:22:00,22,697,5,166,3416,114,6390.36,2,318.15,33,6072.21,1278.072,4.978592755337727,5,4,5,14,545,Champions
12407,Belgium,2011-03-20 13:21:00,2011-10-21 10:11:00,49,264,5,72,1403,56,1507.12,0,0.0,0,1507.12,301.424,0.0,4,4,4,12,444,Champions
12408,Belgium,2010-07-29 13:27:00,2011-11-07 12:27:00,32,498,8,152,2200,103,3905.77,5,46.13,42,3859.64,488.22125,1.1810731302662472,4,4,5,13,445,Champions
12409,Switzerland,2010-05-23 15:21:00,2011-09-22 10:38:00,78,565,7,264,13143,177,23419.29,6,328.82,116,23090.47,3345.612857142857,1.404056228860909,4,4,5,13,445,Champions
12410,Switzerland,2010-07-25 13:26:00,2011-02-04 10:39:00,308,502,3,38,335,35,773.71,1,12.25,2,761.46,257.90333333333336,1.5832805573147564,2,3,3,8,233,At Risk
12411,Australia,2010-10-26 09:25:00,2010-10-26 09:25:00,409,409,1,22,138,22,346.9,0,0.0,0,346.9,346.9,0.0,1,1,2,4,112,Hibernating
12412,Denmark,2010-06-18 13:22:00,2011-09-26 10:16:00,74,539,6,121,1986,81,2404.93,2,15.9,6,2389.0299999999997,400.82166666666666,0.661141904338172,4,4,4,12,444,Champions
12413,France,2010-11-02 13:26:00,2011-10-04 09:00:00,66,402,4,48,313,40,871.45,1,9.95,1,861.5,217.8625,1.1417752022491248,4,3,3,10,433,Potential Loyalists
12414,Austria,2010-09-02 12:22:00,2011-05-06 14:51:00,217,463,4,22,489,19,532.41,1,90.0,192,442.40999999999997,133.1025,16.904265509663606,2,3,2,7,232,At Risk
12415,Australia,2010-06-30 08:30:00,2011-11-15 14:22:00,24,527,24,922,91443,496,144033.37,4,926.35,427,143107.02,6001.390416666666,0.6431495701308663,5,5,5,15,555,Champions
12416,Australia,2010-02-21 10:19:00,2010-02-21 10:19:00,656,656,1,11,132,11,202.56,0,0.0,0,202.56,202.56,0.0,1,1,1,3,111,Hibernating
12417,Belgium,2009-12-06 10:30:00,2011-12-06 14:52:00,3,733,20,350,2835,269,5998.41,7,108.69999999999999,24,5889.71,299.9205,1.812146885591348,5,5,5,15,555,Champions
12418,Switzerland,2010-03-19 14:47:00,2011-08-19 11:08:00,112,630,4,102,1088,90,2021.2,1,4.25,1,2016.95,505.3,0.2102711260637245,3,3,4,10,334,Need Attention
12419,Spain,2010-10-22 10:40:00,2010-11-19 10:04:00,385,413,2,23,227,22,391.01,0,0.0,0,391.01,195.505,0.0,1,2,2,5,122,Hibernating
12420,Cyprus,2011-10-07 08:55:00,2011-10-07 08:55:00,63,63,1,29,345,29,600.39,0,0.0,0,600.39,600.39,0.0,4,1,3,8,413,Promising Customers
12421,Spain,2010-07-22 13:57:00,2011-11-24 09:07:00,15,505,6,59,644,43,874.6,1,5.0,4,869.6,145.76666666666668,0.5716899153898924,5,4,3,12,543,Loyal Customers
12422,Switzerland,2009-12-18 12:44:00,2011-09-05 09:48:00,95,721,12,162,2579,135,3639.35,0,0.0,0,3639.35,303.27916666666664,0.0,3,5,5,13,355,Loyal Customers
12423,Belgium,2010-08-31 09:31:00,2011-12-09 10:10:00,0,465,10,155,1772,127,2301.39,1,10.2,12,2291.19,230.13899999999998,0.443210407623219,5,4,4,13,544,Champions
12424,Australia,2010-06-09 15:15:00,2011-06-30 12:06:00,162,548,4,92,2025,78,3340.0299999999997,3,50.25,10,3289.7799999999997,835.0074999999999,1.5044775046930718,3,3,5,11,335,High-Value Active
12425,Portugal,2010-09-17 14:10:00,2011-09-22 17:31:00,78,448,2,91,1147,87,1741.41,1,60.6,44,1680.8100000000002,870.705,3.4799386703877886,4,2,4,10,424,Potential Loyalists
12426,Germany,2010-02-15 08:41:00,2011-05-29 12:26:00,194,662,2,75,576,72,1201.21,1,33.8,7,1167.41,600.605,2.8138293886997277,2,2,3,7,223,Hibernating
12427,Germany,2010-12-03 10:44:00,2011-11-18 08:56:00,21,371,3,28,526,25,699.8000000000001,2,117.42999999999999,297,582.3700000000001,233.26666666666668,16.780508716776218,5,3,2,10,532,Potential Loyalists
12428,Finland,2011-03-01 09:33:00,2011-11-14 08:22:00,25,283,8,287,3509,256,6405.26,3,39.26,32,6366.0,800.6575,0.6129337450782637,5,4,5,14,545,Champions
12429,Denmark,2010-06-11 13:28:00,2011-11-30 17:22:00,9,546,8,150,2871,123,5842.41,1,50.4,120,5792.01,730.30125,0.8626577046116243,5,4,5,14,545,Champions
12430,Norway,2011-10-27 15:09:00,2011-10-27 15:09:00,43,43,1,10,116,10,216.4,0,0.0,0,216.4,216.4,0.0,4,1,1,6,411,Promising Customers
12431,Australia,2010-01-15 09:04:00,2011-11-04 11:55:00,35,693,25,385,4578,243,10102.220000000001,6,138.56,68,9963.660000000002,404.08880000000005,1.3715797121820745,4,5,5,14,455,Champions
12432,Norway,2011-06-20 13:27:00,2011-10-28 11:43:00,42,172,4,107,1800,106,4359.32,0,0.0,0,4359.32,1089.83,0.0,4,3,5,12,435,Potential Loyalists
12433,Norway,2010-08-20 09:23:00,2011-12-09 10:02:00,0,476,10,559,13534,285,16794.14,0,0.0,0,16794.14,1679.414,0.0,5,4,5,14,545,Champions
12434,Australia,2010-11-23 13:38:00,2011-09-16 12:38:00,84,381,3,70,532,62,1103.43,2,40.95,21,1062.48,367.81,3.7111552160082653,4,3,3,10,433,Potential Loyalists
12435,Denmark,2009-12-02 13:58:00,2011-09-21 09:06:00,79,737,6,112,4958,88,13925.93,0,0.0,0,13925.93,2320.9883333333332,0.0,4,4,5,13,445,Champions
12436,Norway,2011-09-01 12:09:00,2011-09-01 12:09:00,99,99,1,15,209,15,429.01,0,0.0,0,429.01,429.01,0.0,3,1,2,6,312,Regular Customers
12437,France,2009-12-02 16:24:00,2011-12-08 11:35:00,1,737,38,529,7922,272,11282.4,7,270.55,69,11011.85,296.90526315789475,2.3979826987165853,5,5,5,15,555,Champions
12438,Norway,2011-07-22 13:29:00,2011-11-25 13:28:00,14,140,2,96,1169,83,2466.85,0,0.0,0,2466.85,1233.425,0.0,5,2,4,11,524,Potential Loyalists
12439,Cyprus,2009-12-14 08:40:00,2010-01-26 12:11:00,682,725,2,71,478,69,1142.88,1,53.7,30,1089.18,571.44,4.698656026879462,1,2,3,6,123,Hibernating
12440,Austria,2009-12-22 12:03:00,2010-09-03 13:11:00,462,717,2,30,328,20,739.2,1,91.05,23,648.1500000000001,369.6,12.317370129870127,1,2,3,6,123,Hibernating
12441,France,2010-12-08 10:45:00,2010-12-08 10:45:00,366,366,1,10,120,10,155.55,0,0.0,0,155.55,155.55,0.0,1,1,1,3,111,Hibernating
12442,Spain,2011-12-06 14:22:00,2011-12-06 14:22:00,3,3,1,11,181,11,144.06,0,0.0,0,144.06,144.06,0.0,5,1,1,7,511,New Customers
12443,Norway,2009-12-07 15:42:00,2009-12-07 15:42:00,732,732,1,20,179,20,365.31,0,0.0,0,365.31,365.31,0.0,1,1,2,4,112,Hibernating
12444,Norway,2011-06-21 14:00:00,2011-11-18 13:23:00,21,171,5,172,1130,137,4085.46,0,0.0,0,4085.46,817.092,0.0,5,4,5,14,545,Champions
12445,Spain,2010-10-15 12:28:00,2011-11-17 18:43:00,22,420,2,23,204,23,378.98,1,8.5,2,370.48,189.49,2.2428624201804843,5,2,2,9,522,Potential Loyalists
12446,RSA,2011-10-13 12:50:00,2011-10-13 12:50:00,57,57,1,57,351,57,1002.3100000000001,0,0.0,0,1002.3100000000001,1002.3100000000001,0.0,4,1,3,8,413,Promising Customers
12447,Belgium,2011-04-10 13:25:00,2011-04-10 13:25:00,243,243,1,25,187,25,431.49,0,0.0,0,431.49,431.49,0.0,2,1,2,5,212,Hibernating
12448,Spain,2011-10-26 13:46:00,2011-10-26 13:46:00,44,44,1,21,240,21,365.45,0,0.0,0,365.45,365.45,0.0,4,1,2,7,412,Promising Customers
12449,Belgium,2010-09-27 09:37:00,2011-11-17 13:46:00,22,438,5,196,2247,124,4274.89,0,0.0,0,4274.89,854.9780000000001,0.0,5,4,5,14,545,Champions
12450,Spain,2010-08-22 13:11:00,2011-07-06 14:41:00,156,474,5,37,442,31,688.2,2,21.25,7,666.95,137.64000000000001,3.0877651845393776,3,4,3,10,343,Loyal Customers
12451,Switzerland,2010-06-28 12:58:00,2011-11-29 08:40:00,10,529,8,510,9358,351,12629.88,2,123.35,133,12506.529999999999,1578.735,0.976652193053299,5,4,5,14,545,Champions
12452,Switzerland,2011-11-23 08:05:00,2011-11-23 08:05:00,16,16,1,20,181,20,348.57,0,0.0,0,348.57,348.57,0.0,5,1,2,8,512,New Customers
12453,Austria,2011-07-28 14:08:00,2011-07-28 14:08:00,134,134,1,43,473,43,707.09,0,0.0,0,707.09,707.09,0.0,3,1,3,7,313,Need Attention
12454,Spain,2010-10-14 17:33:00,2011-10-14 17:13:00,56,421,4,39,7702,23,16459.78,3,12360.82,5470,4098.959999999999,4114.945,75.09711551430213,4,3,5,12,435,Potential Loyalists
12455,Cyprus,2009-12-18 12:33:00,2011-09-27 15:31:00,73,721,9,220,3295,198,5722.95,0,0.0,0,5722.95,635.8833333333333,0.0,4,4,5,13,445,Champions
12456,Switzerland,2011-03-30 09:12:00,2011-10-26 14:41:00,44,254,3,122,1618,104,2581.04,1,27.15,17,2553.89,860.3466666666667,1.0519015590614635,4,3,4,11,434,Potential Loyalists
12457,Switzerland,2010-09-30 17:59:00,2011-10-04 13:13:00,66,435,7,80,1083,62,2555.91,6,523.6,157,2032.31,365.13,20.48585435324405,4,4,4,12,444,Champions
12458,Switzerland,2010-08-09 10:33:00,2011-09-29 15:25:00,71,487,4,80,979,70,1502.49,0,0.0,0,1502.49,375.6225,0.0,4,3,4,11,434,Potential Loyalists
12459,Spain,2010-04-13 14:53:00,2010-04-13 14:53:00,605,605,1,22,256,22,398.36,0,0.0,0,398.36,398.36,0.0,1,1,2,4,112,Hibernating
12460,Belgium,2010-09-09 13:51:00,2010-09-09 13:51:00,456,456,1,17,168,17,296.65,0,0.0,0,296.65,296.65,0.0,1,1,2,4,112,Hibernating
12461,Switzerland,2011-07-08 10:23:00,2011-07-08 10:23:00,154,154,1,34,282,34,626.88,0,0.0,0,626.88,626.88,0.0,3,1,3,7,313,Need Attention
12462,Spain,2011-02-09 14:44:00,2011-11-21 09:11:00,18,303,2,60,527,50,937.59,2,65.58,22,872.01,468.795,6.9945285252615745,5,2,3,10,523,Potential Loyalists
12463,Belgium,2011-04-12 12:47:00,2011-10-17 13:44:00,53,241,4,79,768,64,1200.78,2,35.15,17,1165.6299999999999,300.195,2.92726394510235,4,3,3,10,433,Potential Loyalists
12464,Belgium,2011-02-03 13:30:00,2011-11-29 13:33:00,10,309,8,22,95,5,957.05,0,0.0,0,957.05,119.63125,0.0,5,4,3,12,543,Loyal Customers
12465,Belgium,2011-06-23 13:37:00,2011-11-22 16:34:00,17,169,2,45,475,45,682.19,1,8.3,4,673.8900000000001,341.095,1.216669842712441,5,2,3,10,523,Potential Loyalists
12467,USA,2010-10-12 15:41:00,2010-10-12 15:41:00,423,423,1,9,129,9,132.8,1,132.8,129,0.0,132.8,100.0,1,1,1,3,111,Hibernating
12468,Germany,2010-01-26 10:09:00,2011-06-05 11:36:00,187,682,5,145,2177,126,3238.7400000000002,5,46.19,17,3192.55,647.748,1.4261719063586455,2,4,5,11,245,At Risk
12469,Thailand,2010-06-21 10:30:00,2010-07-05 12:40:00,522,536,2,76,2552,76,3070.54,0,0.0,0,3070.54,1535.27,0.0,1,2,5,8,125,At Risk
12470,Unspecified,2010-01-19 11:01:00,2010-01-19 11:01:00,689,689,1,23,95,23,211.95,0,0.0,0,211.95,211.95,0.0,1,1,1,3,111,Hibernating
12471,Germany,2009-12-07 10:41:00,2011-12-07 15:43:00,2,732,71,1087,16612,252,35099.9,49,1804.98,414,33294.92,494.3647887323944,5.142407813127672,5,5,5,15,555,Champions
12472,Germany,2009-12-14 10:49:00,2011-11-07 14:01:00,32,725,19,822,10307,396,14971.29,18,801.6,400,14169.69,787.9626315789474,5.354248030730819,4,5,5,14,455,Champions
12473,Germany,2011-06-01 10:15:00,2011-10-17 11:27:00,53,191,3,160,2394,138,2585.73,1,40.46,71,2545.27,861.91,1.5647418717344812,4,3,4,11,434,Potential Loyalists
12474,Germany,2010-02-11 09:41:00,2011-11-22 14:39:00,17,666,29,681,7881,368,11310.75,23,424.0,153,10886.75,390.0258620689655,3.7486461994120637,5,5,5,15,555,Champions
12475,Germany,2010-10-26 08:49:00,2011-10-17 10:10:00,53,409,2,59,766,53,1065.64,0,0.0,0,1065.64,532.82,0.0,4,2,3,9,423,Potential Loyalists
12476,Germany,2010-07-26 09:04:00,2011-11-24 12:40:00,15,501,18,498,5533,357,12319.91,15,399.79,96,11920.119999999999,684.4394444444445,3.245072407184793,5,5,5,15,555,Champions
12477,Germany,2010-03-26 14:01:00,2011-11-17 09:51:00,22,623,9,564,6119,295,20276.37,3,102.72999999999999,33,20173.64,2252.93,0.5066488725546042,5,4,5,14,545,Champions
12478,Greece,2011-12-06 09:56:00,2011-12-06 09:56:00,3,3,1,35,233,35,545.99,0,0.0,0,545.99,545.99,0.0,5,1,2,8,512,New Customers
12479,Germany,2011-11-28 13:26:00,2011-11-28 13:26:00,11,11,1,30,382,30,473.2,2,49.9,34,423.3,473.2,10.545224006762469,5,1,2,8,512,New Customers
12480,Germany,2010-07-20 13:21:00,2011-11-11 14:52:00,28,507,7,235,2917,176,4834.85,1,29.75,5,4805.1,690.6928571428572,0.6153241569024892,5,4,5,14,545,Champions
12481,Germany,2010-04-11 13:10:00,2011-11-17 08:29:00,22,607,14,368,7110,247,11033.51,3,144.35999999999999,138,10889.15,788.1078571428571,1.3083778416841056,5,5,5,15,555,Champions
12482,Sweden,2010-02-24 10:24:00,2010-05-12 16:51:00,576,653,27,202,27040,41,21941.72,0,0.0,0,21941.72,812.6562962962963,0.0,1,5,5,11,155,At Risk
12483,Sweden,2010-01-31 13:28:00,2011-11-22 17:02:00,17,677,19,122,2131,67,4069.1800000000003,4,61.25,22,4007.9300000000003,214.16736842105266,1.5052172673609916,5,5,5,15,555,Champions
12484,Spain,2010-01-27 16:41:00,2011-11-04 15:18:00,35,681,9,465,3237,328,5557.1,4,66.3,11,5490.8,617.4555555555556,1.1930683270050926,4,4,5,13,445,Champions
12485,Sweden,2010-06-28 15:22:00,2010-06-28 15:22:00,529,529,1,34,414,34,708.1,0,0.0,0,708.1,708.1,0.0,1,1,3,5,113,Hibernating
12486,Sweden,2010-10-04 12:14:00,2010-10-04 12:14:00,431,431,1,48,520,48,917.28,0,0.0,0,917.28,917.28,0.0,1,1,3,5,113,Hibernating
12487,Sweden,2009-12-09 11:36:00,2009-12-09 11:36:00,730,730,1,2,174,2,285.3,1,25.5,30,259.8,285.3,8.937960042060988,1,1,1,3,111,Hibernating
12488,France,2011-09-25 10:34:00,2011-11-30 08:50:00,9,75,3,54,526,45,1244.66,0,0.0,0,1244.66,414.8866666666667,0.0,5,3,4,12,534,Potential Loyalists
12489,France,2011-01-07 13:13:00,2011-01-07 13:13:00,336,336,1,14,103,14,298.93,0,0.0,0,298.93,298.93,0.0,2,1,2,5,212,Hibernating
12490,France,2009-12-01 12:52:00,2011-12-04 16:07:00,5,738,20,441,5849,194,8764.64,1,5.0,4,8759.64,438.23199999999997,0.05704740867850819,5,5,5,15,555,Champions
12491,France,2011-11-01 12:18:00,2011-11-01 12:18:00,38,38,1,25,258,24,424.40000000000003,0,0.0,0,424.40000000000003,424.40000000000003,0.0,4,1,2,7,412,Promising Customers
12492,Germany,2010-11-01 14:58:00,2011-10-07 15:15:00,63,403,3,39,438,37,607.21,0,0.0,0,607.21,202.40333333333334,0.0,4,3,3,10,433,Potential Loyalists
12493,France,2011-05-26 14:53:00,2011-06-27 10:17:00,165,197,2,20,204,18,379.74,1,16.95,1,362.79,189.87,4.4635803444462,3,2,2,7,322,Need Attention
12494,France,2010-05-12 13:52:00,2011-11-24 09:34:00,15,576,9,100,965,82,1563.27,8,111.35,26,1451.92,173.69666666666666,7.122889839886904,5,4,4,13,544,Champions
12495,Sweden,2010-03-09 10:53:00,2010-03-09 10:53:00,640,640,1,16,128,16,277.4,1,34.0,4,243.39999999999998,277.4,12.256669069935112,1,1,1,3,111,Hibernating
12496,Spain,2010-03-29 13:57:00,2010-03-29 14:06:00,620,620,2,10,30,10,45.34,0,0.0,0,45.34,22.67,0.0,1,2,1,4,121,Hibernating
