customer_id,first_order_date,second_order_date,days_to_second_purchase
12414,2010-09-02 12:22:00,2011-02-02 14:51:00,153
12415,2010-06-30 08:30:00,2010-07-16 14:47:00,16
12417,2009-12-06 10:30:00,2009-12-10 11:25:00,4
12418,2010-03-19 14:47:00,2010-05-12 13:11:00,53
12419,2010-10-22 10:40:00,2010-11-19 10:04:00,27
12421,2010-07-22 13:57:00,2010-10-20 14:28:00,90
12422,2009-12-18 12:44:00,2010-02-14 11:15:00,57
12423,2010-08-31 09:31:00,2010-11-17 11:33:00,78
12424,2010-06-09 15:15:00,2010-10-13 10:29:00,125
12425,2010-09-17 14:10:00,2011-09-22 17:31:00,370
12426,2010-02-15 08:41:00,2011-05-29 12:26:00,468
12427,2010-12-03 10:44:00,2011-10-10 15:15:00,311
12428,2011-03-01 09:33:00,2011-03-01 09:35:00,0
12429,2010-06-11 13:28:00,2010-06-11 13:29:00,0
12431,2010-01-15 09:04:00,2010-03-04 09:51:00,48
12432,2011-06-20 13:27:00,2011-06-20 13:29:00,0
12433,2010-08-20 09:23:00,2010-09-16 10:51:00,27
12434,2010-11-23 13:38:00,2011-03-24 13:05:00,120
12435,2009-12-02 13:58:00,2010-03-12 14:50:00,100
12437,2009-12-02 16:24:00,2010-01-19 14:16:00,47
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,125
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,43
12440,2009-12-22 12:03:00,2010-09-03 13:11:00,255
12444,2011-06-21 14:00:00,2011-08-10 08:41:00,49
12445,2010-10-15 12:28:00,2011-11-17 18:43:00,398
12449,2010-09-27 09:37:00,2011-06-05 15:37:00,251
12450,2010-08-22 13:11:00,2010-09-14 10:20:00,22
12451,2010-06-28 12:58:00,2010-09-02 15:35:00,66
12454,2010-10-14 17:33:00,2010-10-19 11:14:00,4
12455,2009-12-18 12:33:00,2010-03-23 10:30:00,94
12456,2011-03-30 09:12:00,2011-07-31 15:25:00,123
12457,2010-09-30 17:59:00,2011-04-14 18:57:00,196
12458,2010-08-09 10:33:00,2010-10-08 11:36:00,60
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,284
12463,2011-04-12 12:47:00,2011-05-17 10:02:00,34
12464,2011-02-03 13:30:00,2011-02-28 12:08:00,24
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,152
12468,2010-01-26 10:09:00,2010-04-09 10:08:00,72
12469,2010-06-21 10:30:00,2010-07-05 12:40:00,14
12471,2009-12-07 10:41:00,2009-12-07 10:42:00,0
12472,2009-12-14 10:49:00,2010-02-08 10:34:00,55
12473,2011-06-01 10:15:00,2011-08-17 12:04:00,77
12474,2010-02-11 09:41:00,2010-04-15 17:18:00,63
12475,2010-10-26 08:49:00,2011-10-17 10:10:00,356
12476,2010-07-26 09:04:00,2010-09-14 12:58:00,50
12477,2010-03-26 14:01:00,2010-07-02 08:26:00,97
12480,2010-07-20 13:21:00,2010-10-08 12:06:00,79
12481,2010-04-11 13:10:00,2010-09-15 11:56:00,156
12482,2010-02-24 10:24:00,2010-02-24 10:43:00,0
12483,2010-01-31 13:28:00,2010-02-10 09:07:00,9
12484,2010-01-27 16:41:00,2010-01-29 10:15:00,1
12488,2011-09-25 10:34:00,2011-10-31 10:42:00,36
12490,2009-12-01 12:52:00,2010-01-31 13:05:00,61
12492,2010-11-01 14:58:00,2011-08-26 14:51:00,297
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,31
12494,2010-05-12 13:52:00,2010-10-24 11:49:00,164
12496,2010-03-29 13:57:00,2010-03-29 14:06:00,0
12497,2010-03-05 09:39:00,2010-11-04 12:31:00,244
12498,2011-10-13 09:30:00,2011-11-18 12:52:00,36
12500,2010-02-04 15:05:00,2010-02-05 09:28:00,0
12502,2011-02-03 10:41:00,2011-03-16 13:29:00,41
12504,2010-04-22 10:24:00,2010-10-18 15:09:00,179
12507,2010-05-04 09:23:00,2011-02-14 09:24:00,286
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,2
12510,2009-12-04 13:47:00,2010-01-22 13:39:00,48
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,0
12514,2010-03-08 12:18:00,2011-03-17 16:38:00,374
12516,2010-04-19 14:14:00,2010-10-05 09:43:00,168
12517,2011-06-02 15:13:00,2011-08-05 15:02:00,63
12518,2011-08-21 13:18:00,2011-09-23 15:45:00,33
12519,2010-08-20 08:21:00,2011-10-07 09:26:00,413
12520,2011-03-11 11:35:00,2011-03-25 08:50:00,13
12522,2011-10-19 14:41:00,2011-10-31 15:30:00,12
12523,2009-12-07 13:46:00,2010-02-09 12:38:00,63
12524,2010-02-08 14:41:00,2010-03-08 09:57:00,27
12525,2010-03-02 14:01:00,2010-06-01 09:42:00,90
12526,2011-09-06 14:19:00,2011-10-17 09:37:00,40
12527,2010-06-28 15:37:00,2010-08-02 12:23:00,34
12528,2011-01-31 09:05:00,2011-03-08 11:46:00,36
12530,2010-03-07 14:37:00,2010-04-21 11:51:00,44
12531,2010-01-22 14:17:00,2011-11-25 11:12:00,671
12533,2009-12-01 11:50:00,2010-03-22 10:56:00,110
12535,2011-06-06 12:47:00,2011-09-09 08:48:00,94
12538,2010-11-26 13:02:00,2011-11-10 17:16:00,349
12539,2009-12-23 13:00:00,2009-12-23 13:41:00,0
12540,2009-12-07 16:56:00,2010-01-10 11:27:00,33
12541,2011-03-04 09:32:00,2011-06-19 15:59:00,107
12542,2010-03-09 16:26:00,2010-08-12 19:12:00,156
12545,2011-03-25 12:04:00,2011-09-25 13:39:00,184
12546,2011-09-23 09:44:00,2011-10-24 12:09:00,31
12547,2010-07-27 13:55:00,2011-03-04 12:46:00,219
12549,2010-01-11 12:29:00,2010-01-11 12:30:00,0
12553,2010-10-12 13:35:00,2010-11-19 12:18:00,37
12556,2011-07-11 13:35:00,2011-10-20 13:06:00,100
12557,2009-12-17 10:39:00,2010-06-11 15:07:00,176
12559,2011-01-24 10:12:00,2011-02-02 09:49:00,8
12560,2011-07-19 15:55:00,2011-12-04 13:54:00,137
12562,2010-09-30 13:13:00,2010-11-19 09:35:00,49
12567,2010-02-11 10:30:00,2010-05-06 10:04:00,83
12569,2011-04-01 13:47:00,2011-04-14 09:56:00,12
12571,2011-08-10 12:35:00,2011-10-31 10:19:00,81
12572,2011-10-19 08:20:00,2011-12-01 09:20:00,43
12573,2010-08-31 17:25:00,2010-10-11 13:48:00,40
12575,2010-07-01 09:15:00,2010-09-08 13:09:00,69
12576,2010-07-01 13:46:00,2010-09-07 13:41:00,67
12577,2009-12-03 19:31:00,2010-10-26 12:22:00,326
12578,2010-09-22 11:19:00,2010-11-19 17:21:00,58
12580,2010-05-12 11:45:00,2011-04-07 10:24:00,329
12582,2010-05-11 09:55:00,2010-10-13 10:52:00,155
12583,2009-12-06 11:57:00,2010-02-25 11:45:00,80
12584,2011-03-04 15:15:00,2011-06-07 13:00:00,94
12585,2010-12-23 12:58:00,2011-04-19 13:39:00,117
12586,2009-12-16 13:15:00,2010-10-21 09:48:00,308
12588,2010-04-21 12:22:00,2010-11-05 12:38:00,198
12589,2010-01-19 12:26:00,2010-09-02 09:14:00,225
12591,2010-10-27 10:42:00,2010-11-14 14:32:00,18
12592,2010-07-08 14:06:00,2010-07-08 14:26:00,0
12593,2011-05-05 09:29:00,2011-08-02 09:55:00,89
12594,2010-03-03 13:51:00,2010-06-14 09:40:00,102
12596,2011-04-11 13:22:00,2011-10-19 13:02:00,190
12597,2011-03-16 14:00:00,2011-06-09 16:04:00,85
12598,2010-03-01 09:58:00,2010-03-03 16:03:00,2
12599,2010-05-11 10:42:00,2010-06-09 08:46:00,28
12600,2009-12-07 13:37:00,2009-12-13 14:51:00,6
12601,2010-10-31 10:57:00,2011-01-11 10:38:00,71
12604,2011-03-23 12:06:00,2011-09-21 14:08:00,182
12605,2010-09-07 14:21:00,2010-10-12 16:51:00,35
12609,2009-12-20 13:30:00,2010-04-01 08:43:00,101
12610,2011-08-05 13:52:00,2011-08-25 12:57:00,19
12613,2009-12-14 13:10:00,2010-04-09 14:01:00,116
12615,2010-03-18 14:09:00,2010-07-23 14:16:00,127
12616,2010-11-16 11:38:00,2011-02-15 14:17:00,91
12619,2010-05-28 12:52:00,2011-03-31 13:10:00,307
12620,2011-05-19 12:10:00,2011-09-20 10:06:00,123
12621,2010-02-09 12:01:00,2010-03-18 12:08:00,37
12623,2010-01-12 11:45:00,2010-03-02 09:25:00,48
12624,2011-06-15 12:34:00,2011-08-25 15:04:00,71
12625,2010-04-22 11:33:00,2010-07-18 15:56:00,87
12626,2011-01-17 11:01:00,2011-01-27 13:42:00,10
12627,2011-07-22 13:59:00,2011-08-02 09:29:00,10
12628,2011-10-06 09:28:00,2011-11-06 14:26:00,31
12629,2010-10-12 16:40:00,2010-11-19 09:18:00,37
12630,2011-10-27 10:41:00,2011-11-30 10:48:00,34
12631,2010-01-15 14:50:00,2010-04-21 13:14:00,95
12632,2010-05-24 09:07:00,2010-07-07 09:39:00,44
12633,2010-07-02 11:44:00,2010-08-06 08:57:00,34
12635,2010-09-09 10:50:00,2010-11-12 15:46:00,64
12637,2010-06-14 13:36:00,2010-07-27 15:32:00,43
12638,2010-03-10 10:30:00,2011-11-06 13:11:00,606
12639,2010-03-22 09:05:00,2010-10-01 12:17:00,193
12640,2011-09-19 12:01:00,2011-11-15 08:43:00,56
12642,2011-08-24 09:23:00,2011-10-20 12:31:00,57
12643,2010-04-07 14:16:00,2010-05-28 14:22:00,51
12644,2010-01-14 13:02:00,2010-02-07 14:27:00,24
12645,2010-02-09 10:49:00,2010-03-03 10:19:00,21
12646,2011-10-21 12:52:00,2011-12-05 10:14:00,44
12647,2010-01-13 15:06:00,2010-02-01 11:44:00,18
12648,2010-01-07 18:38:00,2010-03-09 09:55:00,60
12649,2010-01-12 17:24:00,2010-01-15 13:14:00,2
12651,2010-08-31 15:21:00,2010-10-29 09:44:00,58
12652,2010-10-01 15:16:00,2011-01-12 15:00:00,102
12653,2010-07-01 09:56:00,2011-02-16 10:53:00,230
12654,2011-02-17 13:16:00,2011-05-26 10:41:00,97
12656,2010-05-26 09:00:00,2010-07-28 13:05:00,63
12657,2011-09-22 11:40:00,2011-10-28 18:07:00,36
12662,2010-04-01 09:50:00,2010-05-02 15:32:00,31
12663,2010-02-09 14:28:00,2010-03-25 09:40:00,43
12664,2009-12-13 10:28:00,2010-07-13 13:28:00,212
12665,2010-02-08 15:11:00,2010-10-18 11:34:00,251
12668,2010-01-31 15:45:00,2010-03-07 15:24:00,34
12669,2011-03-28 10:15:00,2011-07-12 09:54:00,105
12670,2010-02-11 10:13:00,2010-11-19 10:05:00,280
12672,2010-04-23 09:57:00,2011-01-14 09:20:00,265
12673,2010-11-03 10:46:00,2011-01-17 11:46:00,75
12674,2011-05-16 09:10:00,2011-06-22 09:43:00,37
12675,2010-05-10 16:44:00,2010-06-04 09:49:00,24
12676,2010-08-13 13:29:00,2010-08-13 13:31:00,0
12677,2010-02-11 13:55:00,2010-06-02 14:30:00,111
12678,2010-01-07 16:46:00,2010-05-06 11:50:00,118
12679,2011-03-01 12:26:00,2011-05-18 12:18:00,77
12680,2011-08-18 15:44:00,2011-09-11 12:27:00,23
12681,2009-12-13 13:31:00,2010-01-08 13:19:00,25
12682,2009-12-01 09:28:00,2009-12-08 15:14:00,7
12683,2009-12-13 15:01:00,2009-12-20 15:38:00,7
12684,2011-05-10 12:55:00,2011-05-26 17:16:00,16
12685,2011-09-07 10:28:00,2011-09-08 10:32:00,1
12689,2011-08-04 10:04:00,2011-11-14 08:31:00,101
12691,2010-10-15 12:00:00,2010-12-17 14:46:00,63
12693,2010-07-05 13:56:00,2010-09-13 15:48:00,70
12694,2010-10-14 19:39:00,2011-06-09 17:48:00,237
12695,2010-02-12 13:22:00,2010-04-28 14:59:00,75
12696,2010-07-19 10:02:00,2010-10-01 10:43:00,74
12697,2011-06-23 15:44:00,2011-07-31 14:17:00,37
12700,2011-05-08 16:10:00,2011-07-06 13:14:00,58
12701,2010-03-16 13:23:00,2010-06-01 10:42:00,76
12703,2010-01-24 12:05:00,2010-03-15 09:20:00,49
12704,2011-06-23 10:20:00,2011-08-04 10:00:00,41
12705,2010-06-24 09:51:00,2010-09-30 17:05:00,98
12708,2009-12-18 10:25:00,2010-01-22 12:24:00,35
12709,2009-12-09 13:49:00,2010-01-26 12:38:00,47
12710,2011-05-22 14:05:00,2011-07-01 13:22:00,39
12711,2010-02-01 11:30:00,2010-04-07 11:59:00,65
12712,2009-12-09 10:46:00,2010-02-05 09:14:00,57
12714,2009-12-04 10:00:00,2010-01-08 16:29:00,35
12716,2011-07-29 13:28:00,2011-12-06 08:55:00,129
12717,2010-04-28 14:34:00,2011-04-08 10:32:00,344
12719,2011-10-05 14:50:00,2011-12-04 13:45:00,59
12720,2010-07-21 09:46:00,2010-08-24 16:02:00,34
12721,2010-08-25 11:07:00,2010-11-19 15:13:00,86
12722,2011-07-12 11:55:00,2011-08-14 11:16:00,32
12723,2011-10-05 15:52:00,2011-10-05 15:56:00,0
12724,2010-06-22 14:00:00,2010-07-22 13:22:00,29
12725,2010-05-04 13:59:00,2010-10-21 10:28:00,169
12726,2010-03-25 16:25:00,2010-06-10 16:35:00,77
12727,2010-02-23 09:54:00,2010-06-10 09:40:00,106
12728,2010-11-21 11:34:00,2011-01-11 13:31:00,51
12731,2010-03-02 09:23:00,2010-05-16 15:39:00,75
12733,2010-01-19 13:23:00,2010-07-30 16:50:00,192
12734,2010-11-12 13:26:00,2010-11-30 11:05:00,17
12735,2011-01-06 14:26:00,2011-01-28 13:37:00,21
12739,2010-11-10 14:27:00,2011-09-01 17:45:00,295
12743,2011-07-28 16:06:00,2011-07-28 16:21:00,0
12744,2010-04-27 16:19:00,2010-09-06 10:15:00,131
12745,2010-05-14 16:50:00,2010-08-10 10:14:00,87
12747,2009-12-07 13:23:00,2009-12-09 10:02:00,1
12748,2009-12-04 17:31:00,2009-12-14 12:28:00,9
12749,2010-07-06 15:05:00,2010-10-10 14:17:00,95
12753,2010-12-12 11:44:00,2011-02-09 11:21:00,58
12754,2011-02-04 10:31:00,2011-03-07 13:38:00,31
12755,2010-01-15 11:57:00,2010-02-23 09:37:00,38
12757,2011-05-12 19:01:00,2011-06-07 14:28:00,25
12758,2009-12-01 14:40:00,2010-03-24 10:28:00,112
12759,2009-12-04 10:47:00,2010-05-24 10:44:00,170
12762,2011-11-14 14:23:00,2011-12-02 10:23:00,17
12763,2010-12-05 15:46:00,2011-07-24 14:12:00,230
12765,2010-03-08 09:43:00,2010-04-08 10:08:00,31
12766,2010-10-28 09:29:00,2010-11-16 13:28:00,19
12770,2010-09-09 11:43:00,2011-05-13 09:33:00,245
12775,2010-10-26 14:24:00,2010-11-16 15:14:00,21
12778,2010-04-16 09:57:00,2010-09-14 12:48:00,151
12779,2009-12-03 07:25:00,2010-03-01 09:56:00,88
12781,2011-02-28 08:43:00,2011-10-07 10:37:00,221
12782,2010-07-08 13:31:00,2010-09-16 10:22:00,69
12783,2011-09-25 15:35:00,2011-10-14 11:42:00,18
12784,2010-06-28 13:06:00,2011-11-24 12:53:00,513
12785,2009-12-08 13:56:00,2010-06-22 12:16:00,195
12787,2010-10-22 14:57:00,2011-05-31 09:36:00,220
12788,2010-06-29 13:05:00,2010-07-15 13:24:00,16
12789,2010-01-15 12:06:00,2010-07-15 12:43:00,181
12790,2010-10-25 13:04:00,2011-05-31 14:14:00,218
12791,2010-03-25 17:29:00,2010-03-26 12:05:00,0
12792,2010-06-23 10:49:00,2011-03-28 11:36:00,278
12793,2010-11-03 13:05:00,2010-12-03 15:14:00,30
12794,2011-09-02 12:01:00,2011-10-17 14:54:00,45
12797,2010-10-11 12:53:00,2010-12-09 10:55:00,58
12798,2010-10-14 12:27:00,2011-06-22 10:11:00,250
12800,2010-02-01 11:02:00,2010-08-26 14:11:00,206
12802,2010-05-25 09:34:00,2010-06-18 12:28:00,24
12804,2010-07-27 13:52:00,2010-08-31 11:58:00,34
12805,2010-02-03 09:06:00,2010-04-13 12:30:00,69
12806,2010-04-30 10:44:00,2010-05-16 13:49:00,16
12808,2010-09-03 10:24:00,2010-09-30 17:55:00,27
12809,2010-03-02 14:19:00,2010-05-23 11:08:00,81
12810,2010-02-01 09:52:00,2010-06-23 10:53:00,142
12811,2010-10-08 12:20:00,2010-11-26 09:49:00,48
12813,2010-01-15 16:52:00,2010-05-10 14:19:00,114
12815,2011-05-25 13:34:00,2011-07-15 10:21:00,50
12816,2011-06-16 13:24:00,2011-09-05 12:41:00,80
12817,2010-10-01 08:57:00,2010-11-05 08:28:00,34
12820,2009-12-05 13:37:00,2010-01-13 08:58:00,38
12821,2010-04-07 15:14:00,2011-05-09 15:51:00,397
12822,2011-09-13 13:46:00,2011-09-30 10:04:00,16
12823,2010-01-29 12:52:00,2010-03-05 11:55:00,34
12825,2010-03-08 10:17:00,2010-07-06 13:56:00,120
12826,2009-12-18 10:43:00,2010-07-19 14:31:00,213
12827,2011-10-26 15:44:00,2011-11-07 11:29:00,11
12828,2011-08-01 16:16:00,2011-08-19 09:23:00,17
12829,2010-06-07 15:04:00,2010-12-14 14:54:00,189
12830,2011-06-21 10:53:00,2011-07-06 10:52:00,14
12831,2010-09-02 15:58:00,2010-09-02 16:00:00,0
12832,2011-09-02 13:48:00,2011-11-07 13:30:00,65
12835,2009-12-03 12:13:00,2009-12-04 14:52:00,1
12836,2009-12-01 14:19:00,2010-01-21 13:34:00,50
12837,2010-05-19 15:10:00,2011-06-19 16:07:00,396
12838,2010-04-26 09:59:00,2010-05-12 14:09:00,16
12839,2009-12-07 09:18:00,2009-12-14 15:30:00,7
12840,2010-02-03 14:51:00,2010-06-08 13:23:00,124
12841,2010-07-08 15:38:00,2010-07-25 12:19:00,16
12842,2009-12-02 08:15:00,2010-10-31 10:45:00,333
12843,2009-12-13 11:41:00,2010-01-27 17:11:00,45
12844,2010-04-25 11:51:00,2010-09-23 16:23:00,151
12845,2011-02-22 14:10:00,2011-03-14 10:55:00,19
12847,2010-11-17 12:44:00,2011-11-17 13:16:00,365
12849,2010-04-27 13:44:00,2010-10-04 14:10:00,160
12851,2010-08-19 15:13:00,2011-09-04 12:41:00,380
12853,2010-02-05 11:57:00,2010-06-07 11:34:00,121
12854,2009-12-11 12:55:00,2010-02-23 14:40:00,74
12855,2010-11-02 18:16:00,2010-11-10 14:54:00,7
12856,2011-10-07 12:38:00,2011-10-14 12:53:00,7
12857,2010-01-25 15:37:00,2010-04-29 17:33:00,94
12862,2010-08-01 15:20:00,2010-10-10 11:47:00,69
12863,2010-04-29 13:54:00,2010-05-13 13:08:00,13
12864,2010-07-19 17:22:00,2011-07-24 13:03:00,369
12865,2010-08-20 12:20:00,2010-11-26 15:37:00,98
12866,2010-07-25 11:37:00,2010-08-22 15:48:00,28
12867,2009-12-16 16:25:00,2010-02-14 14:35:00,59
12868,2010-11-12 10:05:00,2010-11-24 10:27:00,12
12870,2010-03-25 14:32:00,2010-08-19 14:49:00,147
12871,2010-09-26 10:34:00,2011-05-16 13:32:00,232
12872,2009-12-03 20:03:00,2010-01-28 14:19:00,55
12873,2010-01-27 09:50:00,2010-11-07 11:15:00,284
12874,2010-06-03 12:51:00,2010-11-19 15:23:00,169
12875,2010-01-11 12:37:00,2010-04-16 13:12:00,95
12876,2010-04-28 13:26:00,2010-11-10 12:21:00,195
12877,2010-01-18 10:23:00,2010-04-25 14:19:00,97
12878,2011-03-18 14:02:00,2011-04-17 13:07:00,29
12879,2011-09-09 12:11:00,2011-09-19 14:27:00,10
12880,2010-05-14 11:57:00,2010-11-23 10:50:00,192
12882,2011-11-06 11:22:00,2011-11-30 16:18:00,24
12883,2011-09-11 15:18:00,2011-11-15 09:30:00,64
12885,2011-08-08 11:45:00,2011-10-07 13:34:00,60
12886,2011-05-04 11:21:00,2011-10-03 10:09:00,151
12888,2011-03-29 14:31:00,2011-05-09 16:02:00,41
12889,2010-07-25 14:32:00,2010-08-29 14:48:00,35
12890,2010-11-17 14:05:00,2011-11-15 17:26:00,363
12891,2010-02-18 14:32:00,2010-03-23 15:15:00,33
12895,2011-09-14 08:35:00,2011-10-28 13:51:00,44
12897,2010-06-14 11:58:00,2010-11-23 13:29:00,162
12898,2010-02-18 12:36:00,2010-09-02 08:08:00,195
12901,2011-03-14 10:41:00,2011-03-24 11:07:00,10
12904,2011-06-20 13:18:00,2011-11-21 14:34:00,154
12905,2010-01-26 14:06:00,2010-05-12 10:05:00,105
12906,2011-09-22 15:03:00,2011-09-22 15:03:00,0
12907,2010-08-02 14:33:00,2010-11-09 12:08:00,98
12908,2010-03-19 15:59:00,2010-07-22 14:21:00,124
12909,2010-02-24 12:14:00,2010-05-24 13:16:00,89
12910,2010-03-28 13:10:00,2010-08-03 12:47:00,127
12912,2011-10-30 11:35:00,2011-11-16 09:34:00,16
12913,2009-12-01 12:18:00,2009-12-07 14:56:00,6
12915,2010-04-29 19:36:00,2010-08-24 10:45:00,116
12916,2010-01-24 11:26:00,2010-04-11 10:30:00,76
12917,2009-12-09 14:22:00,2010-05-10 13:28:00,151
12919,2011-06-23 09:22:00,2011-07-12 17:21:00,19
12920,2009-12-14 15:58:00,2009-12-14 15:58:00,0
12921,2009-12-01 13:43:00,2009-12-03 10:28:00,1
12923,2010-05-13 14:55:00,2010-11-14 13:16:00,184
12924,2009-12-09 12:40:00,2009-12-09 12:42:00,0
12925,2010-04-26 10:32:00,2011-09-26 11:05:00,518
12926,2009-12-14 14:35:00,2010-03-02 16:33:00,78
12928,2010-06-08 10:16:00,2010-06-25 15:18:00,17
12930,2011-06-21 13:25:00,2011-09-22 15:18:00,93
12931,2009-12-01 11:46:00,2009-12-03 17:48:00,2
12932,2010-02-10 08:46:00,2010-03-08 13:52:00,26
12933,2009-12-10 16:39:00,2010-09-14 15:55:00,277
12935,2010-04-11 15:59:00,2010-04-15 12:54:00,3
12936,2011-09-22 13:51:00,2011-11-18 10:37:00,56
12937,2009-12-03 15:43:00,2009-12-17 14:43:00,13
12939,2010-01-12 11:27:00,2010-02-24 13:55:00,43
12940,2011-09-13 10:16:00,2011-10-16 12:09:00,33
12942,2010-12-09 09:34:00,2011-05-26 11:16:00,168
12943,2010-04-13 11:03:00,2010-05-30 13:52:00,47
12944,2010-12-20 10:41:00,2011-11-04 11:04:00,319
12945,2010-02-21 15:18:00,2011-02-24 14:15:00,367
12947,2010-12-01 16:21:00,2011-01-07 09:40:00,36
12948,2009-12-02 12:28:00,2009-12-09 11:46:00,6
12949,2009-12-03 15:56:00,2010-01-25 09:12:00,52
12950,2011-11-15 13:48:00,2011-12-01 15:55:00,16
12951,2010-01-10 12:43:00,2010-02-10 14:51:00,31
12952,2011-09-22 16:37:00,2011-10-27 16:59:00,35
12953,2010-07-05 13:37:00,2011-11-30 09:24:00,512
12955,2011-03-17 09:03:00,2011-05-04 17:19:00,48
12956,2009-12-15 19:03:00,2009-12-16 11:04:00,0
12957,2009-12-11 12:01:00,2010-03-11 13:43:00,90
12958,2010-05-05 16:22:00,2010-11-04 16:16:00,182
12960,2010-02-16 13:32:00,2010-05-11 12:58:00,83
12962,2011-08-18 13:38:00,2011-12-02 15:55:00,106
12963,2010-07-08 14:45:00,2010-08-27 10:05:00,49
12967,2010-11-21 11:03:00,2010-12-03 09:49:00,11
12970,2009-12-04 14:19:00,2010-11-15 15:54:00,346
12971,2009-12-15 19:04:00,2010-01-08 13:52:00,23
12972,2010-02-16 14:30:00,2010-03-02 12:30:00,13
12974,2010-05-23 11:45:00,2011-05-26 09:33:00,367
12975,2009-12-06 10:38:00,2010-07-08 10:06:00,213
12976,2010-02-12 15:46:00,2010-03-11 09:26:00,26
12977,2010-07-16 16:25:00,2010-07-16 16:33:00,0
12978,2009-12-10 12:10:00,2010-01-07 12:10:00,28
12980,2009-12-02 11:26:00,2010-01-11 14:56:00,40
12981,2011-07-29 14:14:00,2011-11-10 12:00:00,103
12982,2010-04-12 13:50:00,2010-04-29 17:11:00,17
12985,2011-11-11 12:44:00,2011-12-09 10:46:00,27
12986,2010-01-21 10:45:00,2010-03-08 10:41:00,45
12987,2010-01-20 09:57:00,2010-04-08 17:45:00,78
12989,2009-12-10 13:27:00,2010-01-28 12:54:00,48
12990,2010-03-30 11:36:00,2010-07-22 10:18:00,113
12991,2010-11-15 13:43:00,2011-08-19 14:39:00,277
12993,2010-02-18 10:35:00,2010-03-18 16:28:00,28
12994,2011-03-16 08:31:00,2011-08-11 17:02:00,148
12997,2010-04-06 11:06:00,2010-05-06 16:50:00,30
12998,2010-02-24 11:55:00,2010-04-08 17:04:00,43
12999,2011-04-08 10:26:00,2011-05-18 16:37:00,40
