customer_id,first_purchase_date,last_purchase_date,sales_invoices,active_purchase_months,gross_sales,units_purchased,customer_lifetime_days,average_order_value,customer_status
12452,2011-11-23 08:05:00,2011-11-23 08:05:00,1,1,348.57,181,0,348.57,One-Time Customer
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,1,707.09,473,0,707.09,One-Time Customer
12454,2010-10-14 17:33:00,2011-10-14 17:13:00,4,3,16459.78,7702,364,4114.945,Repeat Customer
12455,2009-12-18 12:33:00,2011-09-27 15:31:00,9,9,5722.95,3295,648,635.8833333333333,Repeat Customer
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,3,3,2581.04,1618,210,860.3466666666667,Repeat Customer
12457,2010-09-30 17:59:00,2011-10-04 13:13:00,7,4,2555.91,1083,368,365.13,Repeat Customer
12458,2010-08-09 10:33:00,2011-09-29 15:25:00,4,4,1502.49,979,416,375.6225,Repeat Customer
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,1,1,398.36,256,0,398.36,One-Time Customer
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,1,1,296.65,168,0,296.65,One-Time Customer
12461,2011-07-08 10:23:00,2011-07-08 10:23:00,1,1,626.88,282,0,626.88,One-Time Customer
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2,2,937.59,527,284,468.795,Repeat Customer
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,4,4,1200.78,768,188,300.195,Repeat Customer
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,8,5,957.05,95,299,119.63125,Repeat Customer
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2,2,682.19,475,152,341.095,Repeat Customer
12467,2010-10-12 15:41:00,2010-10-12 15:41:00,1,1,132.8,129,0,132.8,One-Time Customer
12468,2010-01-26 10:09:00,2011-06-05 11:36:00,5,5,3238.7400000000002,2177,495,647.748,Repeat Customer
12469,2010-06-21 10:30:00,2010-07-05 12:40:00,2,2,3070.54,2552,14,1535.27,Repeat Customer
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,1,1,211.95,95,0,211.95,One-Time Customer
12471,2009-12-07 10:41:00,2011-12-07 15:43:00,71,23,35099.9,16612,730,494.3647887323944,Repeat Customer
12472,2009-12-14 10:49:00,2011-11-07 14:01:00,19,16,14971.29,10307,693,787.9626315789474,Repeat Customer
12473,2011-06-01 10:15:00,2011-10-17 11:27:00,3,3,2585.73,2394,138,861.91,Repeat Customer
12474,2010-02-11 09:41:00,2011-11-22 14:39:00,29,17,11310.75,7881,649,390.0258620689655,Repeat Customer
12475,2010-10-26 08:49:00,2011-10-17 10:10:00,2,2,1065.64,766,356,532.82,Repeat Customer
12476,2010-07-26 09:04:00,2011-11-24 12:40:00,18,13,12319.91,5533,486,684.4394444444445,Repeat Customer
12477,2010-03-26 14:01:00,2011-11-17 09:51:00,9,8,20276.37,6119,600,2252.93,Repeat Customer
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,1,545.99,233,0,545.99,One-Time Customer
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,1,1,473.2,382,0,473.2,One-Time Customer
12480,2010-07-20 13:21:00,2011-11-11 14:52:00,7,7,4834.85,2917,479,690.6928571428572,Repeat Customer
12481,2010-04-11 13:10:00,2011-11-17 08:29:00,14,11,11033.51,7110,584,788.1078571428571,Repeat Customer
12482,2010-02-24 10:24:00,2010-05-12 16:51:00,27,3,21941.72,27040,77,812.6562962962963,Repeat Customer
12483,2010-01-31 13:28:00,2011-11-22 17:02:00,19,14,4069.1800000000003,2131,660,214.16736842105266,Repeat Customer
12484,2010-01-27 16:41:00,2011-11-04 15:18:00,9,8,5557.1,3237,645,617.4555555555556,Repeat Customer
12485,2010-06-28 15:22:00,2010-06-28 15:22:00,1,1,708.1,414,0,708.1,One-Time Customer
12486,2010-10-04 12:14:00,2010-10-04 12:14:00,1,1,917.28,520,0,917.28,One-Time Customer
12487,2009-12-09 11:36:00,2009-12-09 11:36:00,1,1,285.3,174,0,285.3,One-Time Customer
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,3,3,1244.66,526,65,414.8866666666667,Repeat Customer
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,1,1,298.93,103,0,298.93,One-Time Customer
12490,2009-12-01 12:52:00,2011-12-04 16:07:00,20,17,8764.64,5849,733,438.23199999999997,Repeat Customer
12491,2011-11-01 12:18:00,2011-11-01 12:18:00,1,1,424.40000000000003,258,0,424.40000000000003,One-Time Customer
12492,2010-11-01 14:58:00,2011-10-07 15:15:00,3,3,607.21,438,340,202.40333333333334,Repeat Customer
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,2,2,379.74,204,31,189.87,Repeat Customer
12494,2010-05-12 13:52:00,2011-11-24 09:34:00,9,8,1563.27,965,560,173.69666666666666,Repeat Customer
12495,2010-03-09 10:53:00,2010-03-09 10:53:00,1,1,277.4,128,0,277.4,One-Time Customer
12496,2010-03-29 13:57:00,2010-03-29 14:06:00,2,1,45.34,30,0,22.67,Repeat Customer
12497,2010-03-05 09:39:00,2011-09-19 12:29:00,3,3,5996.5,5671,563,1998.8333333333333,Repeat Customer
12498,2011-10-13 09:30:00,2011-11-18 12:53:00,3,2,349.70000000000005,156,36,116.56666666666668,Repeat Customer
12499,2010-05-28 15:12:00,2010-05-28 15:12:00,1,1,357.72,300,0,357.72,One-Time Customer
12500,2010-02-04 15:05:00,2011-11-16 16:20:00,18,12,5559.21,3355,650,308.845,Repeat Customer
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,1,1,2025.39,1775,0,2025.39,One-Time Customer
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,5,5,2995.87,794,214,599.174,Repeat Customer
12503,2010-05-04 13:59:00,2010-05-04 13:59:00,1,1,896.0,560,0,896.0,One-Time Customer
12504,2010-04-22 10:24:00,2011-11-21 16:02:00,4,3,689.05,453,578,172.2625,Repeat Customer
12505,2010-10-27 09:18:00,2010-10-27 09:18:00,1,1,787.2,318,0,787.2,One-Time Customer
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,1,1,73.5,23,0,73.5,One-Time Customer
12507,2010-05-04 09:23:00,2011-07-28 17:09:00,4,3,1508.06,1244,450,377.015,Repeat Customer
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,2,1,397.88,271,2,198.94,Repeat Customer
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,1,1,158.5,54,0,158.5,One-Time Customer
12510,2009-12-04 13:47:00,2011-07-20 10:15:00,7,7,3039.03,2021,592,434.1471428571429,Repeat Customer
12511,2010-10-07 10:39:00,2010-10-07 10:39:00,1,1,3084.02,1753,0,3084.02,One-Time Customer
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,2,1,132.18,96,0,66.09,Repeat Customer
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,1,1,558.29,459,0,558.29,One-Time Customer
12514,2010-03-08 12:18:00,2011-03-17 16:38:00,2,2,1597.76,840,374,798.88,Repeat Customer
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,1,1,278.7,128,0,278.7,One-Time Customer
12516,2010-04-19 14:14:00,2011-09-23 09:13:00,4,4,2288.62,1932,521,572.155,Repeat Customer
12517,2011-06-02 15:13:00,2011-11-11 13:57:00,4,4,2301.6,1351,161,575.4,Repeat Customer
12518,2011-08-21 13:18:00,2011-12-09 10:13:00,5,5,1840.89,1306,109,368.178,Repeat Customer
12519,2010-08-20 08:21:00,2011-10-07 09:26:00,2,2,626.54,382,413,313.27,Repeat Customer
12520,2011-03-11 11:35:00,2011-09-21 15:23:00,5,4,2346.26,1423,194,469.25200000000007,Repeat Customer
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,1,1,545.68,306,0,545.68,One-Time Customer
12522,2011-10-19 14:41:00,2011-10-31 15:30:00,2,1,156.72,192,12,78.36,Repeat Customer
12523,2009-12-07 13:46:00,2011-11-20 12:55:00,23,18,4010.35,2244,712,174.36304347826086,Repeat Customer
12524,2010-02-08 14:41:00,2011-11-30 15:31:00,17,13,9794.11,7104,660,576.1241176470588,Repeat Customer
12525,2010-03-02 14:01:00,2010-07-29 16:08:00,3,3,883.73,504,149,294.57666666666665,Repeat Customer
12526,2011-09-06 14:19:00,2011-12-09 12:09:00,3,3,1172.66,624,93,390.8866666666667,Repeat Customer
12527,2010-06-28 15:37:00,2011-09-19 11:55:00,5,5,717.51,525,447,143.502,Repeat Customer
12528,2011-01-31 09:05:00,2011-11-30 14:40:00,6,6,1645.48,740,303,274.24666666666667,Repeat Customer
12529,2010-06-29 13:10:00,2010-06-29 13:10:00,1,1,316.48,192,0,316.48,One-Time Customer
12530,2010-03-07 14:37:00,2011-10-11 12:34:00,9,9,3381.26,2692,582,375.6955555555556,Repeat Customer
12531,2010-01-22 14:17:00,2011-11-25 11:12:00,2,2,1771.2,1110,671,885.6,Repeat Customer
12532,2011-11-09 13:47:00,2011-11-09 13:47:00,1,1,313.83000000000004,151,0,313.83000000000004,One-Time Customer
12533,2009-12-01 11:50:00,2010-03-22 10:56:00,2,2,1223.89,696,110,611.945,Repeat Customer
12534,2011-08-01 10:26:00,2011-08-01 10:26:00,1,1,981.18,645,0,981.18,One-Time Customer
12535,2011-06-06 12:47:00,2011-09-09 08:48:00,2,2,716.35,219,94,358.175,Repeat Customer
12536,2011-10-11 14:52:00,2011-10-11 14:52:00,1,1,4279.71,2801,0,4279.71,One-Time Customer
12537,2010-10-27 08:36:00,2010-10-27 08:36:00,1,1,612.94,446,0,612.94,One-Time Customer
12538,2010-11-26 13:02:00,2011-11-10 17:16:00,2,2,640.45,336,349,320.225,Repeat Customer
12539,2009-12-23 13:00:00,2011-11-17 13:30:00,7,5,11186.75,4534,694,1598.107142857143,Repeat Customer
12540,2009-12-07 16:56:00,2011-11-20 11:31:00,32,22,19250.49,10911,712,601.5778125,Repeat Customer
12541,2011-03-04 09:32:00,2011-11-10 10:40:00,3,3,841.18,675,251,280.3933333333333,Repeat Customer
12542,2010-03-09 16:26:00,2010-08-12 19:12:00,2,2,481.88,522,156,240.94,Repeat Customer
12543,2010-09-17 15:51:00,2010-09-17 15:51:00,1,1,840.25,683,0,840.25,One-Time Customer
12544,2011-11-03 16:15:00,2011-11-03 16:15:00,1,1,316.7,134,0,316.7,One-Time Customer
12545,2011-03-25 12:04:00,2011-09-25 13:39:00,2,2,832.39,517,184,416.195,Repeat Customer
12546,2011-09-23 09:44:00,2011-10-24 12:09:00,2,2,1021.5,628,31,510.75,Repeat Customer
12547,2010-07-27 13:55:00,2011-05-26 12:38:00,3,3,299.58,306,302,99.86,Repeat Customer
12548,2011-06-26 15:35:00,2011-06-26 15:35:00,1,1,67.19999999999999,48,0,67.19999999999999,One-Time Customer
12549,2010-01-11 12:29:00,2010-05-13 12:05:00,5,2,1570.68,1365,121,314.136,Repeat Customer
12550,2011-09-21 14:35:00,2011-09-21 14:35:00,1,1,824.83,564,0,824.83,One-Time Customer
12551,2010-12-17 11:23:00,2010-12-17 11:23:00,1,1,168.0,100,0,168.0,One-Time Customer
12552,2011-10-31 12:11:00,2011-10-31 12:11:00,1,1,317.82,85,0,317.82,One-Time Customer
12553,2010-10-12 13:35:00,2011-12-01 16:38:00,12,11,4104.75,2297,415,342.0625,Repeat Customer
12554,2010-09-17 12:29:00,2010-09-17 12:29:00,1,1,384.5,237,0,384.5,One-Time Customer
12556,2011-07-11 13:35:00,2011-10-20 13:06:00,2,2,599.56,355,100,299.78,Repeat Customer
12557,2009-12-17 10:39:00,2011-11-23 16:59:00,8,8,18096.14,6382,706,2262.0175,Repeat Customer
12558,2011-12-02 10:41:00,2011-12-02 10:41:00,1,1,269.96,196,0,269.96,One-Time Customer
12559,2011-01-24 10:12:00,2011-02-02 09:49:00,2,2,525.71,281,8,262.855,Repeat Customer
12560,2011-07-19 15:55:00,2011-12-04 13:54:00,2,2,1918.01,1098,137,959.005,Repeat Customer
12561,2011-02-10 11:39:00,2011-02-10 11:39:00,1,1,238.85,177,0,238.85,One-Time Customer
12562,2010-09-30 13:13:00,2011-12-01 17:20:00,9,9,4426.92,2297,427,491.88,Repeat Customer
12563,2010-10-27 09:52:00,2010-10-27 09:52:00,1,1,221.24,112,0,221.24,One-Time Customer
12564,2011-03-23 14:55:00,2011-03-23 14:55:00,1,1,402.90000000000003,130,0,402.90000000000003,One-Time Customer
12565,2011-02-24 10:34:00,2011-02-24 10:34:00,1,1,145.92000000000002,80,0,145.92000000000002,One-Time Customer
12566,2011-09-14 14:30:00,2011-09-14 14:30:00,1,1,297.65,262,0,297.65,One-Time Customer
12567,2010-02-11 10:30:00,2011-11-17 11:02:00,15,12,10741.48,5251,644,716.0986666666666,Repeat Customer
12568,2010-03-05 09:15:00,2010-03-05 09:15:00,1,1,52.0,47,0,52.0,One-Time Customer
12569,2011-04-01 13:47:00,2011-12-07 16:24:00,32,9,3152.69,1747,250,98.5215625,Repeat Customer
12571,2011-08-10 12:35:00,2011-10-31 10:19:00,2,2,519.61,523,81,259.805,Repeat Customer
12572,2011-10-19 08:20:00,2011-12-01 09:20:00,2,2,912.4200000000001,446,43,456.21000000000004,Repeat Customer
12573,2010-08-31 17:25:00,2011-04-26 15:52:00,5,4,717.41,479,237,143.482,Repeat Customer
12574,2011-01-28 09:20:00,2011-01-28 09:20:00,1,1,182.45000000000002,59,0,182.45000000000002,One-Time Customer
12575,2010-07-01 09:15:00,2010-09-08 13:09:00,2,2,568.82,312,69,284.41,Repeat Customer
12576,2010-07-01 13:46:00,2011-11-04 10:11:00,8,8,2062.7200000000003,1492,490,257.84000000000003,Repeat Customer
12577,2009-12-03 19:31:00,2011-11-04 13:24:00,8,5,1613.15,1190,700,201.64375,Repeat Customer
12578,2010-09-22 11:19:00,2011-11-18 13:30:00,4,4,4026.4500000000003,2358,422,1006.6125000000001,Repeat Customer
12579,2011-09-22 17:15:00,2011-09-22 17:15:00,1,1,386.42,282,0,386.42,One-Time Customer
12580,2010-05-12 11:45:00,2011-04-07 10:24:00,2,2,962.9,564,329,481.45,Repeat Customer
12581,2011-10-31 08:56:00,2011-10-31 08:56:00,1,1,179.71,160,0,179.71,One-Time Customer
12582,2010-05-11 09:55:00,2011-04-15 08:45:00,4,4,1820.4,981,338,455.1,Repeat Customer
12583,2009-12-06 11:57:00,2011-12-07 08:07:00,27,22,12493.58,8474,730,462.7251851851852,Repeat Customer
12584,2011-03-04 15:15:00,2011-12-06 09:35:00,9,8,2254.15,413,276,250.4611111111111,Repeat Customer
12585,2010-12-23 12:58:00,2011-04-19 13:39:00,2,2,1824.1,1267,117,912.05,Repeat Customer
12586,2009-12-16 13:15:00,2011-11-22 16:24:00,4,4,2062.67,687,706,515.6675,Repeat Customer
12587,2011-12-02 12:47:00,2011-12-02 12:47:00,1,1,104.0,50,0,104.0,One-Time Customer
12588,2010-04-21 12:22:00,2011-10-31 15:01:00,3,3,718.78,432,558,239.59333333333333,Repeat Customer
12589,2010-01-19 12:26:00,2011-11-11 10:19:00,6,5,3294.91,1741,660,549.1516666666666,Repeat Customer
12590,2011-05-12 14:46:00,2011-05-12 14:46:00,1,1,9341.26,4282,0,9341.26,One-Time Customer
12591,2010-10-27 10:42:00,2011-01-26 14:35:00,3,3,1114.95,645,91,371.65000000000003,Repeat Customer
12592,2010-07-08 14:06:00,2011-09-08 15:04:00,4,3,1723.64,1866,427,430.91,Repeat Customer
12593,2011-05-05 09:29:00,2011-08-23 12:43:00,3,2,382.1,204,110,127.36666666666667,Repeat Customer
12594,2010-03-03 13:51:00,2011-11-02 12:20:00,14,14,4890.110000000001,2761,608,349.29357142857145,Repeat Customer
12595,2010-07-23 09:10:00,2010-07-23 09:10:00,1,1,281.02,270,0,281.02,One-Time Customer
12596,2011-04-11 13:22:00,2011-10-19 13:02:00,2,2,450.27,468,190,225.135,Repeat Customer
12597,2011-03-16 14:00:00,2011-11-20 13:33:00,4,4,3195.22,2214,248,798.805,Repeat Customer
